# id	buy_limit	guide_price	name  (OSRS wiki prices API + Module:GELimits)
6388	150	11975	Desert top (overcoat)
6390	150	1715	Desert legs
6392	150	3115	Menaphite purple hat
6394	150	469	Menaphite purple top
6396	150	489	Menaphite purple robe
6398	150	10520	Menaphite purple kilt
6400	150	10454	Menaphite red hat
6402	150	734	Menaphite red top
6404	150	10325	Menaphite red robe
6406	150	10158	Menaphite red kilt
6408	125	3902	Oak blackjack(o)
6410	125	976	Oak blackjack(d)
6412	125	6177	Willow blackjack(o)
6414	125	1862	Willow blackjack(d)
6416	125	1529	Maple blackjack
6418	125	3574	Maple blackjack(o)
6420	125	19	Maple blackjack(d)
6470	50	12	Compost potion(4)
6472	50	1	Compost potion(3)
6474	50	5	Compost potion(2)
6476	50	1	Compost potion(1)
6522	11000	2356	Toktz-xil-ul
6523	70	451515	Toktz-xil-ak
6524	70	268216	Toktz-ket-xil
6525	70	417529	Toktz-xil-ek
6526	70	480065	Toktz-mej-tal
6527	70	208338	Tzhaar-ket-em
6528	70	170748	Tzhaar-ket-om
6562	8	24997	Mud battlestaff
6563	8	77174	Mystic mud staff
6568	70	445805	Obsidian cape
6571	11000	2782757	Uncut onyx
6573	11000	2889384	Onyx
6575	10000	1173996	Onyx ring
6577	10000	2712775	Onyx necklace
6579	10000	1633347	Onyx amulet (u)
6581	10000	2682664	Onyx amulet
6583	70	1017772	Ring of stone
6585	8	2794142	Amulet of fury
6587	125	629	White claws
6589	125	1036	White battleaxe
6591	125	1080	White dagger
6593	125	79	White dagger(p)
6595	125	140	White dagger(p+)
6597	125	12588	White dagger(p++)
6599	125	47565	White halberd
6601	125	571	White mace
6603	125	6411	White magic staff
6605	125	2610	White sword
6607	125	1357	White longsword
6609	125	1225	White 2h sword
6611	125	606	White scimitar
6613	125	1746	White warhammer
6615	125	682	White chainbody
6617	125	4137	White platebody
6619	125	2203	White boots
6621	125	100663	White med helm
6623	125	3465	White full helm
6625	125	2679	White platelegs
6627	125	1451	White plateskirt
6629	125	603	White gloves
6631	125	432	White sq shield
6633	125	70500	White kiteshield
6667	100	101	Empty fishbowl
6681	100	14	Ground guam
6685	2000	7037	Saradomin brew(4)
6687	2000	5304	Saradomin brew(3)
6689	2000	3464	Saradomin brew(2)
6691	2000	1639	Saradomin brew(1)
6693	11000	4334	Crushed nest
6697	11000	47	Pat of butter
6701	13000	99	Baked potato
6703	13000	261	Potato with butter
6705	13000	270	Potato with cheese
6724	8	47752	Seercull
6729	7500	12743	Dagannoth bones
6731	8	886614	Seers ring
6733	8	2501644	Archers ring
6735	8	52156	Warrior ring
6737	8	3765458	Berserker ring
6739	40	67390	Dragon axe
6750	15	273	Black desert shirt
6752	15	93	Black desert robe
6760	8	7573	Guthix mjolnir
6762	8	5109	Saradomin mjolnir
6764	8	6042	Zamorak mjolnir
6794	6000	100	Choc-ice
6809	70	42541	Granite legs
6812	7500	3552	Wyvern bones
6814	18000	303	Fur
6889	15	4492914	Mage's book
6891	15	211949	Arena book
6908	125	497646	Beginner wand
6910	125	1152650	Apprentice wand
6912	70	4200292	Teacher wand
6914	70	7035176	Master wand
6916	125	1976279	Infinity top
6918	125	2459795	Infinity hat
6920	125	938636	Infinity boots
6922	125	846856	Infinity gloves
6924	125	1961695	Infinity bottoms
6959	150	433	Pink cape
6962	6000	421	Triangle sandwich
6971	100	25001	Sandstone (1kg)
6973	100	146	Sandstone (2kg)
6975	100	262	Sandstone (5kg)
6977	100	3104	Sandstone (10kg)
6979	100	18	Granite (500g)
6981	100	39	Granite (2kg)
6983	100	245	Granite (5kg)
7051	40	348	Unlit bug lantern
7054	13000	305	Chilli potato
7056	13000	198	Egg potato
7058	13000	983	Mushroom potato
7060	13000	1398	Tuna potato
7062	13000	4371	Chilli con carne
7064	13000	175	Egg and tomato
7066	13000	1073	Mushroom & onion
7068	13000	1019	Tuna and corn
7070	13000	2643	Minced meat
7072	13000	5661	Spicy sauce
7074	13000	987	Chopped garlic
7076	13000	250	Uncooked egg
7078	13000	2474	Scrambled egg
7080	13000	118	Sliced mushrooms
7082	13000	49750	Fried mushrooms
7084	13000	90	Fried onions
7086	13000	153	Chopped tuna
7088	13000	255	Sweetcorn (bowl)
7110	150	1	Stripy pirate shirt (beige)
7112	150	198	Pirate bandana (white)
7114	150	860	Pirate boots
7116	150	22	Pirate leggings (beige)
7122	150	88	Stripy pirate shirt (red)
7124	150	134	Pirate bandana (red)
7126	150	126	Pirate leggings (red)
7128	150	210	Stripy pirate shirt (blue)
7130	150	1280	Pirate bandana (blue)
7132	150	116	Pirate leggings (blue)
7134	150	978	Stripy pirate shirt (brown)
7136	150	52	Pirate bandana (brown)
7138	150	151	Pirate leggings (brown)
7158	8	132242	Dragon 2h sword
7159	70	585	Insulated boots
7162	15	400	Pie recipe book
7168	13000	1588	Raw mud pie
7170	11000	1001	Mud pie
7176	13000	1427	Raw garden pie
7178	10000	98	Garden pie
7186	13000	1950	Raw fish pie
7188	10000	147	Fish pie
7196	13000	2175	Raw admiral pie
7198	10000	109	Admiral pie
7206	13000	4026	Raw wild pie
7208	10000	539	Wild pie
7216	13000	1813	Raw summer pie
7218	10000	667	Summer pie
7223	6000	2537	Roast rabbit
7225	11000	269	Iron spit
7228	100	85	Cooked chompy (roasted)
7319	4	4279	Red boater
7321	4	2550	Orange boater
7323	4	7500	Green boater
7325	4	1603	Blue boater
7327	4	5889	Black boater
7329	250	16	Red firelighter
7330	250	61	Green firelighter
7331	250	54	Blue firelighter
7332	70	5614	Black shield (h1)
7334	70	3704	Adamant shield (h1)
7336	70	68035	Rune shield (h1)
7338	70	2150	Black shield (h2)
7340	70	2445	Adamant shield (h2)
7342	70	35501	Rune shield (h2)
7344	70	1880	Black shield (h3)
7346	70	2771	Adamant shield (h3)
7348	70	40999	Rune shield (h3)
7350	70	1595	Black shield (h4)
7352	70	2646	Adamant shield (h4)
7354	70	34000	Rune shield (h4)
7356	70	1000	Black shield (h5)
7358	70	2461	Adamant shield (h5)
7360	70	35450	Rune shield (h5)
7362	8	6500	Studded body (g)
7364	8	16318	Studded body (t)
7366	8	16713	Studded chaps (g)
7368	8	3774	Studded chaps (t)
7370	8	4106	Green d'hide body (g)
7372	8	4067	Green d'hide body (t)
7374	8	4814	Blue d'hide body (g)
7376	8	4188	Blue d'hide body (t)
7378	8	51858	Green d'hide chaps (g)
7380	8	5720	Green d'hide chaps (t)
7382	8	1698	Blue d'hide chaps (g)
7384	8	1725	Blue d'hide chaps (t)
7386	4	20632	Blue skirt (g)
7388	4	9828	Blue skirt (t)
7390	4	168394	Blue wizard robe (g)
7392	4	26007	Blue wizard robe (t)
7394	4	122042	Blue wizard hat (g)
7396	4	34901	Blue wizard hat (t)
7398	8	47660	Enchanted robe
7399	8	71639	Enchanted top
7400	8	7593	Enchanted hat
7416	50	6363	Mole claw
7418	50	5182	Mole skin
7433	50	1579	Wooden spoon
7435	50	242	Egg whisk
7437	50	2308	Spork
7439	50	555	Spatula
7441	50	673	Frying pan
7443	50	1176	Skewer
7445	50	20074	Rolling pin
7447	50	7228	Kitchen knife
7449	50	24652	Meat tenderiser
7451	50	13369	Cleaver
7466	15	1	Cornflour
7468	15	1456	Pot of cornflour
7521	6000	296	Cooked giant crab meat
7566	11000	709	Raw jubbly
7568	10000	982	Cooked jubbly
7650	13000	1247	Silver dust
7660	2000	1570	Guthix balance(4)
7662	2000	628	Guthix balance(3)
7664	2000	6	Guthix balance(2)
7666	2000	1753	Guthix balance(1)
7668	8	1194	Gadderhammer
7759	150	3066	Toy soldier
7761	150	2642	Toy soldier (wound)
7763	150	4049	Toy doll
7765	150	4925	Toy doll (wound)
7767	150	4572	Toy mouse
7769	150	6550	Toy mouse (wound)
7771	150	3916	Toy cat
7801	11000	153	Snake hide (swamp)
7919	10000	1023	Bottle of wine
7936	30000	1	Pure essence
7939	7500	250	Tortoise shell
7944	13000	114	Raw monkfish
7946	13000	158	Monkfish
8007	15000	605	Varrock teleport (tablet)
8008	10000	575	Lumbridge teleport (tablet)
8009	15000	582	Falador teleport (tablet)
8010	15000	383	Camelot teleport (tablet)
8011	10000	420	Ardougne teleport (tablet)
8012	10000	249	Watchtower teleport (tablet)
8013	15000	570	Teleport to house (tablet)
8014	10000	384	Bones to bananas (tablet)
8015	10000	990	Bones to peaches (tablet)
8016	10000	104	Enchant sapphire or opal
8017	10000	172	Enchant emerald or jade
8018	10000	504	Enchant ruby or topaz
8019	10000	2692	Enchant diamond
8020	10000	131	Enchant dragonstone
8021	10000	170	Enchant onyx
8417	10000	1937	Bagged dead tree
8419	10000	3174	Bagged nice tree
8421	10000	8166	Bagged oak tree
8423	10000	12999	Bagged willow tree
8425	10000	21000	Bagged maple tree
8427	10000	32247	Bagged yew tree
8429	10000	54542	Bagged magic tree
8431	10000	1910	Bagged plant 1
8433	10000	6188	Bagged plant 2
8435	10000	13865	Bagged plant 3
8437	10000	3827	Thorny hedge (bagged)
8439	10000	11297	Nice hedge (bagged)
8441	10000	20000	Small box hedge (bagged)
8443	10000	28629	Topiary hedge (bagged)
8445	10000	20415	Fancy hedge (bagged)
8447	10000	36806	Tall fancy hedge (bagged)
8449	10000	107053	Tall box hedge (bagged)
8451	10000	7864	Bagged flower
8453	10000	30000	Bagged daffodils
8455	10000	19265	Bagged bluebells
8457	10000	7280	Bagged sunflower
8459	10000	6609	Bagged marigolds
8461	10000	15708	Bagged roses
8496	500	2188	Crude chair (flatpack)
8498	500	911	Wooden chair (flatpack)
8500	500	25061	Rocking chair (flatpack)
8502	500	540	Oak chair (flatpack)
8504	500	49570	Oak armchair (flatpack)
8506	500	71	Teak armchair (flatpack)
8508	500	5154	Mahogany armchair (flatpack)
8510	500	16	Bookcase (flatpack)
8512	500	13	Oak bookcase (flatpack)
8514	500	512	Mahogany bookcase (flatpack)
8516	500	2750	Beer barrel (flatpack)
8518	500	5000	Cider barrel (flatpack)
8520	500	14523	Asgarnian ale (flatpack)
8522	500	13281	Greenman's ale (flatpack)
8524	500	172	Dragon bitter (flatpack)
8526	500	12752	Chef's delight (flatpack)
8528	500	9	Kitchen table (flatpack)
8530	500	8	Oak kitchen table (flatpack)
8532	500	29	Teak kitchen table (flatpack)
8548	500	2	Wood dining table (flatpack)
8550	500	1	Oak dining table (flatpack)
8552	500	14	Carved oak table (flatpack)
8554	500	5	Teak table (flatpack)
8556	500	197	Carved teak table (flatpack)
8558	500	10	Mahogany table (flatpack)
8560	500	1050000	Opulent table (flatpack)
8562	500	23	Wooden bench (flatpack)
8564	500	50000	Oak bench (flatpack)
8566	500	5	Carved oak bench (flatpack)
8568	500	51	Teak dining bench (flatpack)
8570	500	5	Carved teak bench (flatpack)
8572	500	53	Mahogany bench (flatpack)
8574	500	476246	Gilded bench (flatpack)
8576	500	1530	Wooden bed (flatpack)
8578	500	7042	Oak bed (flatpack)
8580	500	691	Large oak bed (flatpack)
8582	500	2110	Teak bed (flatpack)
8584	500	3824	Large teak bed (flatpack)
8586	500	5276	Four-poster bed (flatpack)
8588	500	109388	Gilded four-poster (flatpack)
8590	500	331	Oak clock (flatpack)
8592	500	1646	Teak clock (flatpack)
8594	500	327272	Gilded clock (flatpack)
8596	500	100000	Shaving stand (flatpack)
8598	500	289	Oak shaving stand (flatpack)
8600	500	120	Oak dresser (flatpack)
8602	500	198	Teak dresser (flatpack)
8604	500	2942	Fancy teak dresser (flatpack)
8606	500	26584	Mahogany dresser (flatpack)
8608	500	135000	Gilded dresser (flatpack)
8610	500	28	Shoe box (flatpack)
8612	500	33	Oak drawers (flatpack)
8614	500	37	Oak wardrobe (flatpack)
8616	500	96	Teak drawers (flatpack)
8618	500	2501	Teak wardrobe (flatpack)
8620	500	1188	Mahogany wardrobe (flatpack)
8622	500	278988	Gilded wardrobe (flatpack)
8624	500	10	Crystal ball (flatpack)
8626	500	10	Elemental sphere (flatpack)
8628	500	10	Crystal of power (flatpack)
8778	13000	531	Oak plank
8780	13000	839	Teak plank
8782	13000	2172	Mahogany plank
8784	11000	138271	Gold leaf
8786	11000	335749	Marble block
8788	11000	1003002	Magic stone
8790	13000	365	Bolt of cloth
8792	11000	869	Clockwork
8794	40	284	Saw
8837	13000	1081	Timber beam
8872	70	3800	Bone dagger
8874	70	4467	Bone dagger (p)
8876	70	2790	Bone dagger (p+)
8878	70	7150	Bone dagger (p++)
8880	70	3302	Dorgeshuun crossbow
8882	11000	6	Bone bolts
8901	70	841999	Black mask (10)
8921	70	837071	Black mask
8924	150	133000	Bandana eyepatch (white)
8925	150	331	Bandana eyepatch (red)
8926	150	164	Bandana eyepatch (blue)
8927	150	1923	Bandana eyepatch (brown)
8928	150	47411	Hat eyepatch
8940	0	42285	Rum (red)
8941	0	45285	Rum (blue)
9003	15	51	Security book
9004	15	309	Stronghold notes
9026	13000	906	Ivory comb
9028	13000	1006	Golden scarab
9030	13000	174	Stone scarab
9032	13000	120	Pottery scarab
9034	13000	1341	Golden statuette
9036	13000	87	Pottery statuette
9038	13000	189	Stone statuette
9040	13000	751	Gold seal
9042	13000	259	Stone seal
9052	6000	2300	Locust meat
9075	25000	110	Astral rune
9140	7000	19	Iron bolts
9141	7000	48	Steel bolts
9142	7000	21	Mithril bolts
9143	11000	144	Adamant bolts
9144	11000	85	Runite bolts
9145	11000	8	Silver bolts
9174	125	177	Bronze crossbow
9177	125	717	Iron crossbow
9179	125	118	Steel crossbow
9181	125	232	Mithril crossbow
9183	70	620	Adamant crossbow
9185	70	9449	Rune crossbow
9187	11000	6	Jade bolt tips
9188	11000	121	Topaz bolt tips
9189	11000	6	Sapphire bolt tips
9190	11000	44	Emerald bolt tips
9191	11000	86	Ruby bolt tips
9192	11000	173	Diamond bolt tips
9193	11000	421	Dragonstone bolt tips
9194	11000	8139	Onyx bolt tips
9236	11000	43	Opal bolts (e)
9238	11000	6	Pearl bolts (e)
9239	11000	2	Topaz bolts (e)
9240	11000	25	Sapphire bolts (e)
9241	11000	17	Emerald bolts (e)
9242	11000	175	Ruby bolts (e)
9243	11000	129	Diamond bolts (e)
9244	11000	345	Dragonstone bolts (e)
9245	11000	8553	Onyx bolts (e)
9287	11000	383	Iron bolts (p)
9288	11000	239	Steel bolts (p)
9289	11000	212	Mithril bolts (p)
9290	11000	375	Adamant bolts (p)
9291	11000	344	Runite bolts (p)
9292	11000	2646	Silver bolts (p)
9294	11000	322	Iron bolts (p+)
9295	11000	19655	Steel bolts (p+)
9296	11000	498	Mithril bolts (p+)
9297	11000	371	Adamant bolts (p+)
9298	11000	475	Runite bolts (p+)
9299	11000	105	Silver bolts (p+)
9301	11000	875	Iron bolts (p++)
9302	11000	498	Steel bolts (p++)
9303	11000	654	Mithril bolts (p++)
9304	11000	608	Adamant bolts (p++)
9305	11000	745	Runite bolts (p++)
9306	11000	204	Silver bolts (p++)
9336	11000	180	Topaz bolts
9337	11000	35	Sapphire bolts
9338	11000	75	Emerald bolts
9339	11000	246	Ruby bolts
9340	11000	362	Diamond bolts
9341	11000	524	Dragonstone bolts
9342	11000	8321	Onyx bolts
9375	13000	16	Bronze bolts (unf)
9377	13000	28	Iron bolts (unf)
9378	13000	63	Steel bolts (unf)
9379	13000	102	Mithril bolts (unf)
9380	13000	175	Adamant bolts(unf)
9381	13000	126	Runite bolts (unf)
9382	13000	12	Silver bolts (unf)
9416	11000	860	Mith grapple tip
9418	11000	1157	Mith grapple (unf)
9419	11000	1780	Mith grapple
9420	10000	37	Bronze limbs
9423	10000	100	Iron limbs
9425	10000	256	Steel limbs
9427	10000	334	Mithril limbs
9429	10000	1727	Adamantite limbs
9431	10000	9109	Runite limbs
9434	40	21	Bolt mould
9436	13000	282	Sinew
9438	11000	482	Crossbow string
9440	10000	10	Wooden stock
9442	10000	4	Oak stock
9444	10000	3	Willow stock
9446	10000	43	Teak stock
9448	10000	13	Maple stock
9450	10000	2	Mahogany stock
9452	10000	138	Yew stock
9454	10000	80	Bronze crossbow (u)
9457	10000	2805	Iron crossbow (u)
9459	10000	99	Steel crossbow (u)
9461	10000	325	Mithril crossbow (u)
9463	10000	603	Adamant crossbow (u)
9465	10000	9186	Runite crossbow (u)
9469	15	228898	Grand seed pod
9470	4	886114	Gnome scarf
9472	4	31049	Gnome goggles
9475	10000	64274	Mint cake
9629	150	1017	Tyras helm
9634	150	915	Vyrewatch top
9636	150	1078	Vyrewatch legs
9638	150	2556	Vyrewatch shoes
9640	150	25296	Citizen top
9642	150	50000	Citizen trousers
9644	150	50394	Citizen shoes
9666	70	165950	Proselyte harness m
9668	70	23179	Initiate harness m
9670	70	29877	Proselyte harness f
9672	70	4687	Proselyte sallet
9674	70	8565	Proselyte hauberk
9676	70	5794	Proselyte cuisse
9678	70	5949	Proselyte tasset
9729	70	367	Elemental helmet
9731	70	42806	Mind shield
9733	70	1410	Mind helmet
9735	13000	58	Goat horn
9736	13000	152	Goat horn dust
9739	2000	152	Combat potion(4)
9741	2000	103	Combat potion(3)
9743	2000	183	Combat potion(2)
9745	2000	67	Combat potion(1)
9843	500	30	Oak cape rack (flatpack)
9844	500	1	Teak cape rack (flatpack)
9845	500	1389	Mahogany cape rack (flatpack)
9846	500	350000	Gilded cape rack (flatpack)
9847	500	366734	Marble cape rack (flatpack)
9848	500	906107	Magic cape rack (flatpack)
9849	500	7507	Oak toy box (flatpack)
9850	500	47	Teak toy box (flatpack)
9851	500	25490	Mahogany toy box (flatpack)
9852	500	500	Oak magic wardrobe (flatpack)
9853	500	5000	Carved oak magic wardrobe (flatpack)
9854	500	1283	Teak magic wardrobe (flatpack)
9855	500	2500	Carved teak magic wardrobe (flatpack)
9856	500	1072	Mahogany magic wardrobe (flatpack)
9857	500	235000	Gilded magic wardrobe (flatpack)
9858	500	361398	Marble magic wardrobe (flatpack)
9859	500	25500	Oak armour case (flatpack)
9860	500	3499	Teak armour case (flatpack)
9861	500	4535	Mahogany armour case (flatpack)
9862	500	522	Oak treasure chest (flatpack)
9863	500	70000	Teak treasure chest (flatpack)
9864	500	6134	M. treasure chest (flatpack)
9865	500	22	Oak fancy dress box (flatpack)
9866	500	8000	Teak fancy dress box (flatpack)
9867	500	3699	Mahogany fancy dress box (flatpack)
9978	11000	53	Raw bird meat
9980	6000	18	Roast bird meat
9986	11000	10	Raw beast meat
9988	6000	1989	Roast beast meat
9994	8000	1145	Spicy tomato
9996	8000	1125	Spicy minced meat
9998	2000	645	Hunter potion(4)
10000	2000	246	Hunter potion(3)
10002	2000	504	Hunter potion(2)
10004	2000	1	Hunter potion(1)
10006	250	32	Bird snare
10008	250	50	Box trap
10010	125	40	Butterfly net
10012	40	30	Butterfly jar
10014	125	162	Black warlock (item)
10016	125	1575	Snowy knight (item)
10018	125	72	Sapphire glacialis (item)
10020	125	64	Ruby harvest (item)
10025	250	498	Magic box
10029	40	4	Teasing stick
10031	250	11	Rabbit snare
10033	7000	922	Chinchompa
10034	7000	1440	Red chinchompa
10035	150	594	Kyatt legs
10037	150	267	Kyatt top
10039	150	3335	Kyatt hat
10041	150	140	Larupia legs
10043	150	489	Larupia top
10045	150	4292	Larupia hat
10047	150	680	Graahk legs
10049	150	648	Graahk top
10051	150	1038	Graahk headdress
10053	0	5271	Wood camo top
10055	0	6565	Wood camo legs
10057	0	1146	Jungle camo top
10059	0	4513	Jungle camo legs
10061	0	3549	Desert camo top
10063	0	6410	Desert camo legs
10065	0	9077	Polar camo top
10067	0	11583	Polar camo legs
10069	125	2477	Spotted cape
10071	125	908	Spottier cape
10075	8000	1894	Gloves of silence
10077	125	50100	Spiky vambraces
10079	125	1052	Green spiky vambraces
10081	125	1904	Blue spiky vambraces
10083	125	1732	Red spiky vambraces
10085	125	2671	Black spiky vambraces
10087	8000	17	Stripy feather
10088	8000	12	Red feather
10089	8000	10	Blue feather
10090	8000	86	Yellow feather
10091	8000	9	Orange feather
10093	10000	61	Tatty larupia fur
10095	10000	337	Larupia fur
10097	10000	206	Tatty graahk fur
10099	10000	338	Graahk fur
10101	10000	20	Tatty kyatt fur
10103	10000	585	Kyatt fur
10105	10000	965	Kebbit spike
10107	10000	10	Long kebbit spike
10109	10000	674	Kebbit teeth
10111	10000	625	Kebbit teeth dust
10113	10000	99	Kebbit claws
10115	10000	110	Dark kebbit fur
10117	100	2937	Polar kebbit fur
10119	10000	142	Feldip weasel fur
10121	10000	1025	Common kebbit fur
10123	10000	769	Desert devil fur
10125	10000	78	Spotted kebbit fur
10127	10000	122	Dashing kebbit fur
10129	40	187	Barb-tail harpoon
10132	150	1879	Strung rabbit foot
10134	100	1474	Rabbit foot
10136	6000	120	Rainbow fish
10138	13000	233	Raw rainbow fish
10142	7000	4	Guam tar
10143	7000	2	Marrentill tar
10144	7000	2	Tarromin tar
10145	11000	4	Harralander tar
10146	125	165	Orange salamander
10147	125	6	Red salamander
10148	125	235	Black salamander
10149	125	28	Swamp lizard
10150	40	30	Noose wand
10156	70	1488	Hunters' crossbow
10158	11000	110	Kebbit bolts
10159	11000	13	Long kebbit bolts
10280	8	3852	Willow comp bow
10282	8	1309	Yew comp bow
10284	8	1055	Magic comp bow
10286	70	52491	Rune helm (h1)
10288	70	20504	Rune helm (h2)
10290	70	20965	Rune helm (h3)
10292	70	20524	Rune helm (h4)
10294	70	22198	Rune helm (h5)
10296	70	1983	Adamant helm (h1)
10298	70	2842	Adamant helm (h2)
10300	70	3554	Adamant helm (h3)
10302	70	2582	Adamant helm (h4)
10304	70	2360	Adamant helm (h5)
10306	70	46999	Black helm (h1)
10308	70	4793	Black helm (h2)
10310	70	2432	Black helm (h3)
10312	70	2323	Black helm (h4)
10314	70	2000	Black helm (h5)
10316	4	10354	Bob's red shirt
10318	4	19000	Bob's blue shirt
10320	4	11361	Bob's green shirt
10322	4	33420	Bob's black shirt
10324	4	12316	Bob's purple shirt
10326	250	60	Purple firelighter
10327	250	76	White firelighter
10330	8	30249995	3rd Age range top
10332	8	14763285	3rd Age range legs
10334	8	16825999	3rd Age range coif
10336	8	10888500	3rd Age vambraces
10338	8	122444923	3rd Age robe top
10340	8	32125374	3rd Age robe
10342	8	15927771	3rd Age mage hat
10344	8	42961421	3rd Age amulet
10346	8	82475263	3rd Age platelegs
10348	8	140216536	3rd Age platebody
10350	8	27798044	3rd Age full helmet
10352	8	66375725	3rd Age kiteshield
10354	5	45942	Amulet of glory (t4)
10362	5	51158	Amulet of glory (t)
10364	5	20193	Strength amulet (t)
10366	5	12375	Amulet of magic (t)
10368	8	64827	Zamorak bracers
10370	8	106776	Zamorak d'hide body
10372	8	163963	Zamorak chaps
10374	8	33825	Zamorak coif
10376	8	10332	Guthix bracers
10378	8	92584	Guthix d'hide body
10380	8	133806	Guthix chaps
10382	8	69990	Guthix coif
10384	8	16199	Saradomin bracers
10386	8	82005	Saradomin d'hide body
10388	8	154610	Saradomin chaps
10390	8	31772	Saradomin coif
10392	4	3474	A powdered wig
10394	4	2401389	Flared trousers
10396	4	1227	Pantaloons
10398	4	10760	Sleeping cap
10400	4	3734	Black elegant shirt
10402	4	1091	Black elegant legs
10404	4	9200	Red elegant shirt
10406	4	5574	Red elegant legs
10408	4	6541	Blue elegant shirt
10410	4	7772	Blue elegant legs
10412	4	9778	Green elegant shirt
10414	4	6330	Green elegant legs
10416	4	899	Purple elegant shirt
10418	4	7722	Purple elegant legs
10420	4	3280	White elegant blouse
10422	4	935	White elegant skirt
10424	4	19629	Red elegant blouse
10426	4	4691	Red elegant skirt
10428	4	33683	Blue elegant blouse
10430	4	7668	Blue elegant skirt
10432	4	26853	Green elegant blouse
10434	4	7732	Green elegant skirt
10436	4	1165	Purple elegant blouse
10438	4	494	Purple elegant skirt
10440	8	3075	Saradomin crozier
10442	8	3343	Guthix crozier
10444	8	2523	Zamorak crozier
10446	8	17887	Saradomin cloak
10448	8	10299	Guthix cloak
10450	8	18000	Zamorak cloak
10452	8	13132	Saradomin mitre
10454	8	8547	Guthix mitre
10456	8	17322	Zamorak mitre
10458	8	21199	Saradomin robe top
10460	8	58218	Zamorak robe top
10462	8	27391	Guthix robe top
10464	8	30785	Saradomin robe legs
10466	8	15498	Guthix robe legs
10468	8	39229	Zamorak robe legs
10470	8	3894	Saradomin stole
10472	8	11500	Guthix stole
10474	8	4553	Zamorak stole
10476	10000	4790	Purple sweets
10496	15	752	Polished buttons
10564	70	51954	Granite body
10589	70	47500	Granite helm
10808	11000	2051	Arctic pyre logs
10810	11000	664	Arctic pine logs
10812	11000	1011	Split log
10814	13000	103	Hair
10816	11000	305	Raw yak meat
10818	13000	340	Yak-hide
10820	13000	300	Cured yak-hide
10822	70	1392	Yak-hide armour (top)
10824	70	660	Yak-hide armour (legs)
10826	70	1988	Neitiznot shield
10828	70	48323	Helm of Neitiznot
10891	15	3400	Wooden cat
10925	2000	18500	Sanfew serum(4)
10927	2000	13292	Sanfew serum(3)
10929	2000	8421	Sanfew serum(2)
10931	2000	5130	Sanfew serum(1)
10937	11000	842	Nail beast nails
10952	40	99	Slayer bell
10954	70	513	Frog-leather body
10956	70	2794	Frog-leather chaps
10958	70	471	Frog-leather boots
10973	10000	239	Light orb
10978	13000	206	Swamp weed
10981	11000	1250	Cave goblin wire
10999	15	508	Goblin book
11037	8	399158	Brine sabre
11061	8	5699	Ancient mace
11065	40	286	Bracelet mould
11069	18000	221	Gold bracelet
11072	10000	468	Sapphire bracelet
11074	10000	447	Bracelet of clay
11076	10000	669	Emerald bracelet
11079	10000	618	Castle wars bracelet(3)
11085	10000	1118	Ruby bracelet
11088	10000	1085	Inoculation bracelet
11090	10000	2190	Phoenix necklace
11092	10000	1920	Diamond bracelet
11095	10000	2076	Abyssal bracelet(5)
11105	10000	11957	Skills necklace(4)
11113	10000	11566	Skills necklace
11115	10000	11427	Dragonstone bracelet
11118	10000	12100	Combat bracelet(4)
11126	10000	12122	Combat bracelet
11128	70	2873087	Berserker necklace
11130	10000	2611630	Onyx bracelet
11133	70	2843784	Regen bracelet
11200	50	35087	Dwarven helmet
11205	15	875	Shrunk ogleroot
11212	11000	1822	Dragon arrow
11227	11000	1800	Dragon arrow(p)
11228	11000	1749	Dragon arrow(p+)
11229	11000	1935	Dragon arrow(p++)
11230	11000	1053	Dragon dart
11231	11000	1081	Dragon dart(p)
11232	11000	1291	Dragon dart tip
11233	11000	958	Dragon dart(p+)
11234	11000	1686	Dragon dart(p++)
11235	8	520401	Dark bow
11237	10000	1890	Dragon arrowtips
11238	18000	2106	Baby impling jar
11240	18000	4526	Young impling jar
11242	18000	4495	Gourmet impling jar
11244	18000	1543	Earth impling jar
11246	18000	2228	Essence impling jar
11248	18000	4653	Eclectic impling jar
11250	18000	4370	Nature impling jar
11252	18000	23829	Magpie impling jar
11254	18000	40513	Ninja impling jar
11256	18000	462992	Dragon impling jar
11260	13000	320	Impling jar
11280	150	107137	Cavalier mask
11284	8	3179555	Dragonfire shield
11286	5	3299999	Draconic visage
11324	13000	37	Roe
11326	13000	65	Caviar
11328	13000	6	Leaping trout
11330	13000	5	Leaping salmon
11332	13000	9	Leaping sturgeon
11334	8000	14	Fish offcuts
11335	8	48061987	Dragon full helm
11367	125	2280	Bronze hasta
11369	125	5149	Iron hasta
11371	125	35	Steel hasta
11373	125	94	Mithril hasta
11375	125	937	Adamant hasta
11377	70	11947	Rune hasta
11379	125	27111	Bronze hasta(p)
11382	125	108000	Bronze hasta(p+)
11384	125	2449	Bronze hasta(p++)
11386	125	247750	Iron hasta(p)
11389	125	2506	Iron hasta(p+)
11391	125	1710	Iron hasta(p++)
11393	125	504	Steel hasta(p)
11396	125	2743	Steel hasta(p+)
11398	125	5913	Steel hasta(p++)
11400	125	405	Mithril hasta(p)
11403	125	3525	Mithril hasta(p+)
11405	125	3828	Mithril hasta(p++)
11407	125	1646	Adamant hasta(p)
11410	125	3907	Adamant hasta(p+)
11412	125	6415	Adamant hasta(p++)
